,workclass,education,marital-status,occupation,relationship,race,sex,native-country,income,age,fnlwgt,capital-gain,capital-loss,hours-per-week
1137,5,8,1,0,1,1,0,38,1,35,250504,0,0,60
1138,2,8,1,6,1,0,0,38,0,27,138705,0,0,53
1139,2,1,1,6,1,0,0,25,0,41,328447,0,0,35
1140,2,9,0,4,3,0,1,38,0,19,194608,0,0,20
1141,2,9,0,5,0,0,0,38,0,20,230891,0,0,45
1142,5,8,6,5,4,0,1,10,0,59,212448,0,0,40
1143,2,12,0,4,0,0,0,38,0,40,214010,0,0,37
1144,6,9,1,5,1,0,0,38,0,56,200235,0,0,60
1145,2,13,1,3,1,0,0,38,1,33,354573,15024,0,44
1146,7,9,0,1,0,0,1,38,0,30,205733,0,0,60
1147,2,8,1,9,1,0,0,38,0,46,185041,0,0,50
1148,7,8,1,1,1,0,0,38,1,61,84409,0,0,35
1149,7,8,1,1,1,0,0,38,1,50,293196,7298,0,40
1150,2,8,0,4,3,0,0,38,0,25,241626,0,0,30
1151,2,9,4,0,4,0,1,38,0,40,520586,0,0,39
1152,3,9,0,0,0,0,0,28,0,24,35633,0,0,40
1153,2,8,1,6,1,0,0,38,0,51,302847,0,0,54
1154,4,8,1,11,1,0,0,38,0,43,165309,0,0,40
1155,2,9,1,8,1,0,0,25,0,34,117529,0,0,54
1156,2,8,1,1,1,0,0,38,1,46,106092,0,0,45
1157,4,13,1,3,2,0,1,38,1,28,445824,0,0,50
1158,2,12,0,7,4,2,0,15,0,26,227332,0,0,40
1159,2,8,0,2,3,0,0,38,0,20,275691,0,0,28
1160,2,11,1,6,1,0,0,38,0,44,193459,3411,0,40
1161,2,8,6,7,4,0,0,38,0,51,284329,0,0,40
1162,2,12,1,5,1,0,0,38,1,33,114691,0,0,60
1163,2,10,1,10,1,0,0,38,1,54,96062,0,0,40
1164,2,12,1,3,2,0,1,38,1,50,133963,0,1977,40
1165,2,8,4,0,0,1,1,38,0,33,178506,0,0,40
1166,2,12,1,0,1,0,0,38,1,65,350498,10605,0,20
1167,5,9,0,0,3,0,1,38,0,22,131573,0,0,8
1168,6,15,1,3,1,0,0,38,0,88,206291,0,0,40
1169,2,8,4,7,0,0,0,38,0,40,182302,0,0,40
1170,2,8,4,0,0,0,1,38,0,51,241346,0,0,43
1171,2,6,4,4,0,1,1,38,0,50,157043,0,0,40
1172,2,13,1,8,0,0,0,38,1,25,404616,0,0,99
1173,2,11,0,4,0,0,0,38,0,20,411862,0,0,30
1174,2,8,1,4,1,0,0,38,0,47,183013,0,0,40
1175,2,9,1,3,1,0,0,38,1,58,169982,0,0,40
1176,2,11,0,0,3,0,1,38,0,22,188544,0,0,30
1177,4,8,1,3,1,0,0,38,1,50,356619,0,0,48
1178,2,8,0,0,4,0,1,38,0,47,45857,0,0,40
1179,3,6,0,4,0,2,0,38,0,24,289886,0,0,45
1180,0,8,1,11,1,0,0,38,1,50,146015,0,0,40
1181,2,12,4,1,0,0,1,38,1,40,216237,0,0,45
1182,2,12,1,3,1,0,0,38,0,36,416745,0,0,40
1183,2,8,1,0,1,0,0,38,0,32,202952,0,0,40
1184,2,8,1,6,1,0,0,38,0,44,167725,0,0,40
1185,7,13,1,6,1,0,0,38,0,51,165637,0,0,40
1186,5,9,0,1,3,1,1,38,0,59,43280,0,0,40
1187,2,8,1,6,1,0,0,38,0,65,118779,0,0,30
1188,4,12,0,0,0,0,1,38,0,24,191269,0,0,65
1189,3,12,0,3,3,0,0,38,0,27,247507,0,0,35
1190,2,11,4,4,0,0,0,38,0,51,239155,0,0,40
1191,2,9,1,6,1,0,0,38,1,48,182862,0,0,40
1192,2,8,1,7,1,0,0,38,0,39,33886,0,0,60
1193,2,12,1,10,1,0,0,38,0,28,444304,0,0,40
1194,2,9,0,4,3,0,1,38,0,19,187161,0,0,25
1195,3,12,4,3,0,1,1,38,0,49,116892,0,0,40
1196,3,10,1,3,1,0,0,38,0,51,176813,0,0,60
1197,2,13,1,3,1,0,0,38,0,59,151616,0,0,55
1198,2,8,0,9,3,0,1,5,0,18,240747,0,0,40
1199,2,8,1,6,1,0,0,23,0,50,75472,4386,0,40
1200,5,8,1,0,1,1,0,38,1,45,320818,0,0,80
1201,3,12,1,3,1,0,0,38,1,30,235271,0,0,50
1202,2,12,4,6,0,0,0,38,0,37,166497,0,0,35
1203,2,12,0,4,0,0,0,38,1,44,344060,0,0,40
1204,2,9,1,6,1,1,0,38,0,33,221196,0,0,40
1205,7,13,1,5,1,0,0,38,1,61,113544,0,0,40
1206,3,8,1,11,1,0,0,38,0,61,321117,0,0,40
1207,2,12,1,5,1,0,0,38,1,38,79619,0,0,42
1208,1,9,0,13,3,0,0,38,0,22,42004,0,0,30
1209,2,8,1,9,1,0,0,38,0,36,135289,0,0,45
1210,7,9,1,5,1,0,0,38,1,44,320984,5178,0,60
1211,2,9,5,0,3,0,0,38,0,37,203070,0,0,62
1212,2,9,4,6,4,0,1,38,0,31,32406,0,0,20
1213,2,14,1,3,1,0,0,38,1,54,99185,15024,0,45
1214,2,9,0,4,3,0,0,38,0,20,205839,0,0,16
1215,3,12,6,2,0,0,1,38,1,63,150389,0,0,40
1216,6,9,1,6,1,3,0,38,1,48,243631,7688,0,40
1217,0,8,4,13,0,2,1,2,0,33,163003,0,0,41
1218,2,12,4,1,0,0,0,38,0,31,231263,4650,0,45
1219,2,15,1,3,1,0,0,38,1,38,200818,0,0,40
1220,6,8,1,6,1,0,0,38,1,45,247379,0,0,40
1221,2,8,1,6,1,0,0,38,0,48,349151,0,0,40
1222,2,9,1,6,1,0,0,38,0,53,22154,0,0,40
1223,2,8,6,0,3,0,1,38,0,55,176317,0,0,40
1224,2,13,1,7,1,0,0,6,1,38,22245,0,0,72
1225,2,8,0,0,0,0,1,38,0,29,236436,0,0,40
1226,2,12,1,3,1,0,0,38,1,36,354078,0,0,60
1227,6,9,1,8,1,0,0,38,0,42,166813,0,0,60
1228,2,8,4,0,4,0,1,8,0,50,358740,0,0,40
1229,6,15,1,3,1,0,0,38,0,75,208426,0,0,35
1230,2,12,1,3,1,0,0,38,1,46,265266,0,1902,40
1231,5,8,4,0,4,0,1,38,0,52,31838,0,0,40
1232,2,12,0,0,0,0,1,38,0,27,175034,0,0,40
1233,2,8,1,6,1,0,0,38,0,43,413297,0,0,45
1234,2,6,5,4,0,1,1,38,0,31,106347,0,0,42
1235,2,9,0,5,0,0,1,38,0,23,174754,0,0,30
1236,2,8,0,5,0,0,1,38,0,34,441454,0,0,24
1237,6,8,1,5,5,0,1,4,0,41,209344,0,0,40
1238,2,8,0,4,3,0,1,38,0,31,185732,0,0,30
1239,2,9,0,0,3,0,1,38,0,42,65372,0,0,40
1240,2,13,0,3,0,0,0,38,1,35,33975,0,0,45
1241,2,8,5,0,0,0,1,38,0,55,326297,0,0,25
1242,4,8,6,1,0,0,1,38,0,36,194630,0,0,40
1243,6,8,1,1,1,0,0,38,1,65,167414,0,0,59
1244,3,9,0,4,0,0,0,38,0,38,165799,0,0,12
1245,2,9,6,4,0,0,1,38,0,62,192866,0,0,20
1246,7,15,1,3,1,0,0,38,1,54,166459,99999,0,60
1247,2,8,4,0,0,0,0,38,0,49,148995,0,0,40
1248,2,8,1,0,2,0,1,38,0,34,190040,0,0,40
1249,2,8,0,2,3,0,1,38,0,32,209432,0,0,40
1250,7,13,1,1,1,0,0,38,1,51,229465,15024,0,50
1251,6,9,1,1,1,0,0,38,0,48,397466,0,0,60
1252,2,8,1,0,1,0,0,12,0,30,283767,0,0,40
1253,5,8,4,0,0,0,1,38,0,52,202452,0,0,43
1254,6,9,0,7,0,0,0,38,0,28,218555,0,1762,40
1255,2,8,1,6,1,2,0,38,0,29,128604,0,0,40
1256,2,12,0,0,0,0,1,38,0,38,65466,0,0,50
1257,2,8,1,5,1,0,0,38,1,57,141326,0,0,50
1258,5,12,1,3,1,0,0,38,1,43,369468,0,0,40
1259,4,9,5,0,0,0,0,38,0,37,136137,0,0,40
1260,2,8,1,6,1,0,0,38,0,30,236770,0,0,40
1261,2,8,1,7,1,0,0,38,1,53,89534,0,0,48
1262,3,11,6,10,0,0,1,38,0,69,195779,0,0,1
1263,2,8,6,4,0,0,1,38,0,73,29778,0,0,37
1264,7,9,0,6,3,0,0,38,0,22,153516,0,0,35
1265,2,8,0,5,0,0,1,38,0,31,163594,0,0,45
1266,2,12,1,3,1,0,0,38,1,38,189623,0,1887,40
1267,6,9,1,6,1,0,0,38,0,50,343748,0,0,35
1268,2,9,1,0,1,0,0,38,0,37,387430,0,0,37
1269,3,12,4,11,0,0,0,38,0,44,409505,0,0,40
1270,2,12,0,1,4,1,1,38,0,47,200734,0,0,45
1271,2,9,1,4,1,0,0,38,0,27,115831,0,0,40
1272,2,10,0,4,0,0,1,38,0,28,150296,0,0,80
1273,2,8,0,10,0,1,1,38,0,25,323545,0,0,40
1274,2,9,0,4,4,0,1,38,0,20,232577,0,0,40
1275,3,12,1,0,1,0,0,38,1,51,152754,0,0,40
1276,2,12,1,5,1,0,0,38,1,46,129007,0,1977,40
1277,2,12,1,11,1,0,0,38,1,67,171584,6514,0,7
1278,2,8,1,7,1,0,0,38,0,47,386136,0,0,35
1279,2,8,1,5,1,0,0,38,0,42,342865,0,0,40
1280,2,8,0,5,0,0,0,38,0,52,186785,0,1876,50
1281,5,10,4,3,4,2,1,29,1,42,158926,0,0,40
1282,6,8,1,6,1,0,0,38,1,65,36039,0,0,40
1283,2,9,0,8,3,1,0,38,0,21,164019,0,0,10
1284,2,8,1,0,2,0,1,38,1,50,88926,5178,0,40
1285,2,9,1,7,1,0,0,38,0,46,188861,0,0,40
1286,6,12,1,5,1,0,0,38,1,47,370119,15024,0,50
1287,2,5,1,4,1,0,0,38,0,57,182062,0,0,40
1288,2,12,0,1,0,0,0,38,0,37,37238,0,0,45
1289,2,8,1,6,1,0,0,38,0,50,421132,0,0,40
1290,4,7,1,3,1,0,0,38,0,58,178660,0,0,40
1291,6,1,6,4,4,0,1,7,0,63,795830,0,0,30
1292,2,8,1,7,1,0,0,38,0,39,278403,0,0,65
1293,2,13,1,3,1,1,0,38,0,46,279661,0,0,35
1294,2,8,1,2,1,0,0,38,0,36,113397,0,0,40
1295,2,2,1,6,1,0,0,38,0,26,280093,0,1628,50
1296,2,9,0,4,0,0,0,38,0,21,236696,0,0,57
1297,2,10,1,10,1,0,0,38,0,41,265266,0,0,40
1298,3,9,0,4,3,1,0,38,0,44,34935,0,0,40
1299,2,8,1,6,1,0,0,38,0,22,58222,0,0,40
1300,5,9,0,12,0,1,0,38,0,29,301010,0,0,60
1301,2,8,0,4,4,1,1,23,0,29,419721,0,0,40
1302,7,9,1,7,2,0,1,38,1,58,186791,0,0,40
1303,6,15,1,3,1,0,0,38,0,36,180686,0,0,50
1304,2,11,1,1,1,0,0,38,0,30,209103,0,0,48
1305,2,12,1,9,1,0,0,38,1,37,32668,0,0,43
1306,2,11,0,9,0,0,0,38,0,29,256956,0,0,40
1307,2,2,0,0,3,0,1,25,0,26,202203,0,0,40
1308,2,8,1,5,1,0,0,38,0,43,85995,0,0,45
1309,2,8,1,6,2,0,1,38,1,49,125421,0,0,40
1310,5,12,1,1,1,0,0,38,0,45,283037,0,0,40
1311,2,12,0,3,0,0,1,38,0,28,192932,0,0,40
1312,7,9,0,9,0,0,1,38,0,20,244689,0,0,25
1313,2,8,4,0,4,0,1,38,0,51,179646,0,0,40
1314,2,9,1,2,1,0,0,1,1,32,509350,0,0,50
1315,2,8,0,9,3,0,1,38,0,24,96279,0,0,40
1316,2,14,1,3,1,0,0,38,1,35,119098,7298,0,40
1317,1,10,0,7,0,0,0,38,0,35,327120,0,0,55
1318,4,12,1,3,1,0,0,38,1,41,144928,0,0,40
1319,2,12,1,6,1,0,0,38,1,48,55237,0,0,45
1320,3,8,6,0,4,0,1,38,0,61,101265,1471,0,35
1321,2,9,0,0,3,0,0,38,0,20,114874,0,0,30
1322,2,8,0,5,0,0,0,38,1,27,190525,0,0,50
1323,2,9,1,7,1,0,0,38,1,55,121912,0,0,24
1324,2,8,1,0,1,0,0,38,1,39,83893,0,0,40
1325,7,5,0,0,3,0,0,38,0,17,138507,0,0,20
1326,2,8,1,2,1,0,0,4,0,47,256522,0,0,40
1327,2,8,6,4,4,2,1,18,1,52,168381,0,0,40
1328,2,8,0,5,3,1,1,38,0,24,293579,0,0,20
1329,2,6,0,4,4,1,1,38,0,29,285290,0,0,40
1330,2,8,0,9,5,0,0,38,0,25,188488,0,0,40
1331,2,9,0,9,0,0,1,38,0,20,324469,0,0,40
1332,2,8,0,9,0,1,0,38,0,23,275244,0,0,35
1333,2,15,1,3,1,0,0,38,0,57,265099,0,0,60
1334,2,11,1,3,1,0,0,38,1,51,146767,0,0,40
1335,2,9,0,3,0,0,1,38,0,33,40681,3674,0,16
1336,2,12,0,3,0,0,0,38,0,39,174938,0,0,40
1337,2,8,1,1,1,0,0,38,1,40,240124,0,0,40
1338,2,12,4,10,3,0,1,38,0,71,269708,2329,0,16
1339,4,9,1,1,1,0,0,38,0,38,34180,0,0,40
1340,4,15,0,3,4,0,0,38,0,28,225904,0,0,40
1341,2,13,2,3,0,0,1,38,0,57,89392,0,0,40
1342,2,9,4,0,0,0,0,38,0,47,46857,0,0,40
1343,4,8,0,0,3,0,0,38,0,59,105363,0,0,40
1344,2,8,0,5,0,4,0,38,0,26,195105,0,0,40
1345,2,12,0,0,3,0,1,38,0,35,184117,0,0,40
1346,7,12,1,1,1,0,0,10,1,61,134768,0,0,50
1347,2,6,0,9,3,0,1,38,0,17,145886,0,0,30
1348,2,12,1,1,1,2,0,0,1,36,153078,0,0,60
1349,1,3,1,10,1,0,0,38,0,62,225652,3411,0,50
1350,2,9,0,3,0,0,0,38,1,34,467108,0,0,50
1351,7,12,1,6,1,0,0,38,1,32,199765,7688,0,50
1352,2,8,5,5,3,0,1,38,0,42,173938,0,0,40
1353,2,9,1,6,1,0,0,38,0,39,191161,0,0,40
1354,2,2,4,9,0,1,0,38,0,58,132606,0,0,40
1355,6,8,1,8,1,0,0,38,1,61,30073,0,1848,60
1356,2,5,0,6,5,1,0,38,0,40,155190,0,0,55
1357,2,12,0,10,0,0,0,38,0,31,42900,0,0,37
1358,2,8,0,5,0,0,0,38,0,36,191161,0,0,50
1359,2,9,0,9,3,0,0,38,0,23,181820,0,0,40
1360,2,8,0,6,0,0,0,38,0,33,105974,0,0,41
1361,2,8,1,6,1,0,0,38,1,52,146378,0,0,40
1362,2,8,0,4,0,0,1,38,0,22,103440,0,0,24
1363,2,9,4,5,4,0,1,21,0,51,203435,0,0,40
1364,5,11,0,1,0,0,1,38,0,31,168312,0,0,40
1365,7,8,4,1,4,0,1,38,0,49,257764,0,0,40
1366,2,8,1,9,2,1,1,38,0,49,171301,0,0,40
1367,5,9,6,0,0,1,1,38,0,53,225339,0,0,40
1368,2,8,1,1,1,2,0,23,1,52,152234,99999,0,40
1369,2,5,0,2,3,0,0,38,0,20,444554,0,0,40
1370,2,10,0,4,3,1,0,38,0,26,403788,0,0,40
1371,3,8,1,0,1,0,0,38,0,61,190997,0,0,6
1372,2,13,0,4,0,0,1,30,0,43,221550,0,0,30
1373,7,12,1,5,1,0,0,38,0,46,98929,0,0,52
1374,3,11,0,0,0,0,1,38,0,43,169203,0,0,35
1375,2,8,4,5,4,1,1,38,0,41,102332,0,0,40
1376,6,8,1,7,1,0,0,38,0,44,230684,0,0,55
1377,2,8,1,8,1,0,0,38,0,54,449257,0,0,40
1378,2,13,1,5,1,0,0,38,1,65,198766,20051,0,40
1379,2,12,4,1,4,0,1,1,0,32,97429,0,0,40
1380,2,9,5,0,3,0,0,38,0,25,208999,0,0,40
1381,2,12,0,5,0,0,0,38,0,23,37072,0,0,50
1382,3,12,0,3,0,0,0,38,0,25,163101,0,0,45
1383,2,9,0,2,3,0,0,38,0,19,119075,0,0,50
1384,6,8,1,1,1,0,0,38,0,37,137314,0,0,60
1385,2,9,0,9,3,0,0,38,0,45,127303,0,0,45
1386,2,8,0,5,0,1,0,38,0,37,349116,0,0,44
1387,6,9,4,1,5,0,0,19,1,40,266324,0,1564,70
1388,1,9,0,3,3,0,0,38,0,19,194095,0,0,40
1389,2,6,0,4,3,0,0,38,0,17,46496,0,0,5
1390,2,12,0,10,0,0,1,38,0,27,29904,0,0,40
1391,3,3,1,6,1,1,0,35,1,40,289403,0,1887,40
1392,2,8,4,5,4,0,1,38,0,59,226922,0,1762,30
1393,5,8,0,0,4,1,1,38,0,19,234151,0,0,40
1394,2,5,0,9,0,1,0,38,0,43,238287,0,0,40
1395,2,5,0,7,4,0,0,38,1,42,230624,0,0,40
1396,2,8,1,7,1,1,0,38,0,54,398212,5013,0,40
1397,6,13,1,5,1,0,0,38,0,54,114758,0,0,50
1398,2,5,1,2,1,0,0,38,0,51,246519,2105,0,45
1399,2,8,1,7,1,0,0,38,1,50,137815,0,0,60
1400,2,8,0,0,0,0,1,38,0,40,260696,0,0,40
1401,2,10,1,10,1,0,0,38,0,55,325007,0,0,25
1402,2,8,4,0,0,0,1,38,0,50,113176,0,0,40
1403,2,8,1,6,1,0,0,38,0,31,66815,0,0,50
1404,7,8,4,8,4,1,1,38,0,42,51795,0,0,32
1405,2,8,1,4,1,0,0,38,1,24,241523,0,0,45
1406,2,6,4,5,3,0,0,38,0,30,30226,0,0,40
1407,3,10,1,6,2,0,1,38,1,39,352628,0,0,50
1408,2,8,4,7,0,0,0,38,0,37,143912,0,0,50
1409,2,8,1,7,1,0,0,38,0,33,130021,0,0,40
1410,2,8,6,4,4,0,1,38,0,48,329778,0,0,40
1411,7,8,1,4,1,2,0,36,0,43,196945,0,0,78
1412,2,12,1,3,1,0,0,38,1,39,24342,0,0,40
1413,2,9,1,1,1,0,0,38,1,53,34368,0,0,45
1414,6,5,1,1,1,0,0,38,0,52,173839,0,0,60
1415,4,9,1,0,1,2,0,38,0,28,73211,0,0,20
1416,2,8,0,4,0,0,0,38,0,32,86723,0,0,52
1417,2,12,1,5,1,1,0,38,1,31,179186,0,0,90
1418,2,12,1,3,2,0,1,38,1,31,127610,0,0,40
1419,2,9,0,0,0,0,1,38,0,47,115070,0,0,40
1420,0,9,0,0,3,0,0,38,0,19,172582,0,0,50
1421,2,11,1,2,1,1,0,38,0,40,256202,0,0,40
1422,2,10,0,0,3,0,1,38,0,40,202872,0,0,45
1423,2,6,4,4,0,0,0,38,0,41,184102,0,0,40
1424,5,8,1,0,1,1,0,38,0,53,130703,0,0,40
1425,2,6,4,9,4,3,0,10,0,46,134727,0,0,43
1426,7,12,1,8,1,0,0,38,1,45,36228,4386,0,35
1427,2,4,1,4,2,1,1,38,0,39,297847,3411,0,34
1428,2,8,0,9,0,0,0,38,0,19,213644,0,0,40
1429,2,8,1,7,1,0,0,38,1,57,173796,0,1887,40
1430,2,11,1,9,2,0,1,28,0,49,147322,0,0,40
1431,2,8,4,1,0,0,1,38,0,59,296253,0,0,40
1432,2,11,4,5,0,0,0,38,1,32,180871,0,0,50
1433,4,9,0,8,3,0,1,38,0,18,169882,594,0,15
1434,4,9,0,11,0,1,0,38,0,35,211115,0,0,40
1435,7,5,1,7,2,0,1,38,0,58,183870,0,0,40
1436,2,12,0,4,0,0,0,25,0,28,441620,0,0,43
1437,5,10,1,0,2,0,1,38,1,36,218542,0,0,40
1438,6,13,4,3,4,0,1,38,0,41,141327,0,0,35
1439,2,8,1,5,1,0,0,38,1,47,67716,0,0,40
1440,7,8,1,6,1,0,0,38,0,50,175339,0,1672,60
1441,4,8,1,11,1,0,0,38,0,61,347089,0,0,16
1442,2,8,1,1,1,0,0,38,1,36,336595,0,0,50
1443,2,11,4,6,0,0,0,38,0,38,27997,0,0,40
1444,6,8,1,4,1,0,0,38,1,56,145574,0,1902,60
1445,2,11,1,7,1,0,0,38,0,50,30447,0,0,45
1446,6,9,1,5,1,0,0,38,0,45,256866,5013,0,40
1447,6,8,1,1,1,0,0,38,0,44,120837,0,0,66
1448,2,9,1,1,1,0,0,38,1,51,185283,0,0,45
1449,7,9,1,1,1,0,0,38,1,44,229466,0,0,50
1450,2,8,4,6,0,0,0,38,0,25,298225,0,0,50
1451,2,6,6,7,4,1,0,38,0,60,185749,0,0,40
1452,2,5,0,4,3,0,0,38,0,17,333100,1055,0,30
1453,7,13,1,1,1,0,0,38,1,49,125892,0,0,50
1454,2,8,1,6,1,1,0,38,1,46,563883,0,0,60
1455,2,8,6,0,4,1,1,38,0,56,311249,0,0,38
1456,2,8,4,6,0,0,0,38,0,25,221757,3325,0,45
1457,2,9,0,7,0,0,0,38,0,22,310152,0,0,40
1458,5,8,6,1,0,1,1,38,0,76,211453,0,0,2
1459,7,15,1,3,1,0,0,38,1,41,94113,0,0,60
1460,7,8,1,1,1,0,0,38,1,48,192945,7688,0,40
1461,2,5,0,9,0,1,0,38,0,46,161508,0,0,40
1462,2,9,0,6,0,0,0,38,1,30,177675,0,0,40
1463,2,8,1,7,1,0,0,38,1,39,51100,0,0,40
1464,2,5,4,6,0,3,0,38,0,40,100584,0,0,40
1465,5,8,1,0,1,1,0,38,0,70,163003,0,0,40
1466,2,9,1,6,1,0,0,38,0,35,67728,0,2051,45
1467,2,13,4,1,0,0,1,38,0,49,101320,0,0,75
1468,2,11,0,11,0,0,0,38,0,24,42706,0,0,60
1469,2,10,1,3,1,0,0,38,1,40,228535,7298,0,36
1470,2,15,1,7,1,0,0,38,1,61,120939,0,0,5
1471,2,12,0,3,3,2,0,38,0,25,98283,0,0,40
1472,3,12,0,3,0,0,1,38,0,28,216481,0,0,40
1473,4,13,1,3,1,0,0,38,0,69,208869,0,0,11
1474,2,9,0,2,3,0,1,38,0,22,207940,0,0,36
1475,2,8,1,0,1,0,0,38,0,47,34248,0,0,38
1476,2,8,4,4,4,0,1,38,0,38,83727,0,0,48
1477,2,11,0,0,3,0,1,38,0,26,183077,0,0,40
1478,2,6,0,0,3,2,1,38,0,17,197850,0,0,24
1479,6,9,0,4,0,0,0,38,0,33,235271,0,0,35
1480,6,8,2,6,0,0,0,38,0,43,35236,0,0,40
1481,2,11,1,6,1,0,0,38,1,58,255822,0,0,40
1482,7,8,1,5,1,0,0,38,1,53,263925,99999,0,40
1483,2,8,0,6,0,0,0,38,0,26,256263,0,0,25
1484,3,12,1,3,1,1,0,38,1,43,293535,0,0,40
1485,2,5,1,8,1,0,0,25,0,31,209448,2105,0,40
1486,2,8,0,0,4,0,0,38,0,30,57651,0,2001,42
1487,2,8,0,4,3,0,1,38,0,25,174592,0,0,25
1488,5,8,4,0,4,0,1,38,0,57,278763,0,0,40
1489,2,13,4,1,4,0,0,38,1,37,175232,0,0,60
1490,2,9,1,5,1,0,0,38,0,32,402812,0,0,48
1491,2,8,4,1,0,0,1,38,0,26,101150,0,0,41
1492,2,8,1,0,1,0,0,38,1,45,103538,0,0,40
1493,4,8,1,0,1,0,0,38,1,53,156877,15024,0,35
1494,2,8,0,2,5,3,0,38,0,27,23940,0,0,40
1495,7,6,1,6,1,0,0,38,1,28,210295,0,0,50
1496,2,6,4,5,0,0,0,38,1,32,80058,0,0,43
1497,2,12,4,5,0,0,1,38,0,35,187119,0,1980,65
1498,6,9,1,1,1,0,0,38,1,36,105021,0,0,55
1499,2,9,0,0,0,0,0,38,0,19,225775,0,0,40
1500,7,12,1,1,1,0,0,38,1,37,395831,0,0,80
1501,2,9,4,9,0,0,0,38,0,49,50282,3325,0,45
1502,2,9,0,4,0,0,0,38,0,20,32732,0,0,45
1503,7,12,1,1,1,0,0,38,1,64,179436,15024,0,55
1504,6,13,1,9,1,0,0,38,0,60,290593,0,0,40
1505,2,10,1,6,1,0,0,38,0,32,123253,0,0,42
1506,4,8,1,1,1,0,0,38,0,58,48433,0,0,40
1507,2,8,1,5,1,0,0,38,0,42,245317,0,0,50
1508,2,9,0,0,0,1,1,38,0,20,431745,0,0,14
1509,4,9,1,0,1,1,0,38,0,42,436006,0,0,40
1510,2,9,2,3,4,1,0,38,0,25,224943,0,0,40
1511,6,11,1,3,1,0,0,38,1,30,167990,15024,0,65
1512,7,12,1,3,1,0,0,38,1,37,217054,0,0,35
1513,6,11,1,3,1,0,0,38,0,66,298834,0,0,50
1514,7,12,1,1,1,0,0,8,1,59,125000,0,0,40
1515,2,12,4,4,0,2,0,2,0,44,123983,0,0,40
1516,2,8,1,0,1,0,0,38,1,46,155489,0,0,58
1517,2,12,1,0,2,0,1,38,0,59,284834,2885,0,30
1518,2,12,0,1,3,0,0,38,0,25,212495,0,1340,40
1519,3,4,0,4,3,1,0,38,0,17,32124,0,0,9
1520,3,12,1,11,1,0,0,38,0,47,246891,0,0,40
1521,4,4,4,4,0,0,1,38,0,47,141483,0,0,40
1522,2,9,4,1,4,0,1,38,0,30,31985,0,0,40
1523,2,9,0,8,3,0,1,38,0,20,170800,0,0,40
1524,3,12,0,3,0,0,0,38,0,26,166295,0,2339,55
1525,2,9,0,2,0,1,0,38,0,20,231286,0,0,15
1526,2,8,4,4,4,0,0,38,0,33,159322,0,0,40
1527,2,8,1,9,1,0,0,38,0,48,176026,0,0,40
1528,2,12,1,1,1,0,0,38,1,52,118025,99999,0,50
1529,2,8,4,1,4,0,1,38,0,37,26898,0,0,12
1530,2,8,1,6,1,1,0,38,0,47,232628,0,0,40
1531,2,5,1,9,1,0,0,38,1,40,85995,0,0,40
1532,2,13,4,1,4,0,1,38,1,48,125421,0,0,40
1533,2,5,1,7,1,1,0,38,1,49,245305,0,0,42
1534,2,9,4,4,0,0,1,38,0,50,73493,0,0,40
1535,2,10,0,3,0,0,1,38,0,30,197058,0,0,40
1536,2,9,1,1,1,0,0,38,0,34,122116,0,0,40
1537,2,8,1,9,1,0,0,38,0,43,75742,0,0,40
1538,2,5,1,9,2,0,1,38,0,22,214731,0,0,40
1539,2,8,5,4,0,1,0,38,0,35,265954,0,0,40
1540,4,8,4,0,3,0,1,38,0,26,197156,0,0,30
1541,2,15,1,3,1,0,0,38,0,62,162245,0,1628,70
1542,3,8,5,11,0,0,0,38,0,39,203070,0,0,40
1543,3,9,1,6,1,0,0,38,0,59,165695,0,0,40
1544,0,2,4,13,0,0,0,38,0,69,473040,0,0,40
1545,2,12,1,6,1,0,0,38,0,27,168107,0,0,40
1546,2,5,0,5,3,0,0,38,0,17,163494,0,0,30
1547,2,12,1,0,1,0,0,38,0,38,180342,0,0,40
1548,2,9,1,6,1,0,0,38,1,41,122381,0,1887,50
1549,2,5,0,9,4,0,1,38,0,27,148069,0,0,40
1550,2,8,0,0,3,0,1,38,0,23,200973,0,0,40
1551,2,5,0,2,3,0,0,38,0,17,130806,0,0,24
1552,2,3,4,9,0,0,1,38,0,56,117148,0,0,40
1553,2,9,0,0,0,0,1,38,0,24,213977,0,0,40
1554,2,14,1,3,1,0,0,36,1,62,134768,7688,0,40
1555,2,7,4,7,4,1,0,38,0,44,139338,0,0,40
1556,2,12,0,0,0,0,0,38,0,23,315877,0,0,30
1557,6,8,0,5,0,0,0,10,0,41,195124,0,0,50
1558,2,8,0,7,0,0,0,38,0,25,352057,0,0,65
1559,2,9,0,4,5,1,1,38,0,21,236684,0,0,8
1560,2,7,0,2,3,0,0,38,0,18,208447,0,0,6
1561,2,9,1,6,1,0,0,38,0,45,149640,0,0,40
1562,2,12,6,4,0,0,1,38,1,75,111177,25124,0,16
1563,2,3,1,11,1,0,0,38,0,51,154342,0,0,40
1564,5,8,5,4,5,1,1,38,0,42,141459,0,0,40
1565,2,9,0,4,0,1,1,27,0,47,111797,0,0,35
1566,2,9,1,8,1,0,0,38,0,29,111900,0,0,40
1567,2,6,0,4,0,1,0,38,0,33,78707,0,0,40
1568,3,12,1,6,1,0,0,38,0,43,160574,0,0,40
1569,6,9,0,8,3,0,0,38,0,20,174714,0,0,16
